Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size,Farm_Size_Category,Farming_Experience,Farming_Equipment_type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare,Profit,Monthly_Income,Monthly_Expense,Value_of_Farm_Assets,Total_Operating_Expenditure,Farm_Income
ENT_000164,FARMER_00083,Crop,Sesame,Oil Palm,4.87,Small,18,Modern,No,Yes,No,No,3.09,2030000,428000,258000,801000,3102000,5132000
ENT_000165,FARMER_00083,Fish Farming,Various Fish,N/A,401.0,Small,24,Traditional,N/A,N/A,N/A,N/A,0.0,619000,100000,48000,62198000,582000,1201000
ENT_000166,FARMER_00083,Livestock,Goats,N/A,79.0,Medium,10,Modern,N/A,N/A,N/A,N/A,0.0,715000,112000,53000,14805000,635000,1350000
ENT_000167,FARMER_00084,Crop,Sesame,None,12.15,Large,5,Traditional,No,Yes,Yes,No,3.9,4643000,818000,431000,1138000,5168000,9811000
ENT_000168,FARMER_00084,Fish Farming,Various Fish,N/A,131.0,Small,14,Traditional,N/A,N/A,N/A,N/A,0.0,190000,28000,12000,24958000,149000,339000
ENT_000169,FARMER_00084,Fish Farming,Various Fish,N/A,340.0,Small,29,Integrated,N/A,N/A,N/A,N/A,0.0,199000,43000,26000,30841000,313000,512000
ENT_000170,FARMER_00085,Fish Farming,Various Fish,N/A,231.0,Small,38,Integrated,N/A,N/A,N/A,N/A,0.0,196000,54000,38000,50338000,457000,653000
ENT_000171,FARMER_00085,Fish Farming,Various Fish,N/A,884.0,Medium,9,Modern,N/A,N/A,N/A,N/A,0.0,733000,158000,97000,203097000,1165000,1898000
ENT_000172,FARMER_00085,Livestock,Goats,N/A,88.0,Medium,42,Modern,N/A,N/A,N/A,N/A,0.0,785000,128000,62000,8168000,749000,1534000
ENT_000173,FARMER_00086,Livestock,Cattle,N/A,21.0,Small,11,Traditional,N/A,N/A,N/A,N/A,0.0,81000,31000,24000,1227000,290000,371000
ENT_000174,FARMER_00086,Livestock,Poultry,N/A,271.0,Large,7,Modern,N/A,N/A,N/A,N/A,0.0,633000,245000,192000,77411000,2304000,2937000
ENT_000175,FARMER_00087,Crop,Cocoa,Maize,2.68,Small,31,Integrated,No,Yes,Yes,Yes,4.97,1825000,270000,118000,237000,1410000,3235000
ENT_000176,FARMER_00088,Livestock,Goats,N/A,167.0,Medium,36,Integrated,N/A,N/A,N/A,N/A,0.0,759000,228000,164000,23208000,1972000,2731000
ENT_000177,FARMER_00089,Crop,Vegetables,None,11.04,Large,1,Integrated,No,Yes,Yes,No,5.59,6836000,1152000,582000,1392000,6983000,13819000
ENT_000178,FARMER_00089,Fish Farming,Various Fish,N/A,568.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,587000,82000,34000,121682000,403000,990000
ENT_000179,FARMER_00089,Fish Farming,Various Fish,N/A,312.0,Small,1,Modern,N/A,N/A,N/A,N/A,0.0,184000,49000,34000,24319000,403000,587000
ENT_000180,FARMER_00090,Livestock,Poultry,N/A,141.0,Medium,34,Traditional,N/A,N/A,N/A,N/A,0.0,601000,188000,138000,8698000,1657000,2258000
ENT_000181,FARMER_00090,Fish Farming,Various Fish,N/A,149.0,Small,7,Integrated,N/A,N/A,N/A,N/A,0.0,128000,24000,13000,14119000,159000,287000
ENT_000182,FARMER_00091,Livestock,Sheep,N/A,236.0,Large,15,Modern,N/A,N/A,N/A,N/A,0.0,692000,98000,41000,32806000,489000,1181000
ENT_000183,FARMER_00091,Fish Farming,Various Fish,N/A,188.0,Small,10,Traditional,N/A,N/A,N/A,N/A,0.0,212000,34000,17000,33531000,202000,414000
ENT_000184,FARMER_00091,Fish Farming,Various Fish,N/A,892.0,Medium,9,Integrated,N/A,N/A,N/A,N/A,0.0,1010000,226000,142000,145298000,1706000,2716000
ENT_000185,FARMER_00092,Fish Farming,Various Fish,N/A,459.0,Small,5,Traditional,N/A,N/A,N/A,N/A,0.0,561000,151000,104000,77541000,1246000,1807000
ENT_000186,FARMER_00093,Crop,Sesame,Plantain,9.86,Medium,20,Integrated,Yes,No,No,Yes,4.86,3583000,748000,450000,983000,5397000,8980000
ENT_000187,FARMER_00093,Fish Farming,Various Fish,N/A,799.0,Medium,26,Modern,N/A,N/A,N/A,N/A,0.0,1186000,267000,168000,76120000,2019000,3205000
ENT_000188,FARMER_00094,Fish Farming,Various Fish,N/A,302.0,Small,8,Traditional,N/A,N/A,N/A,N/A,0.0,267000,52000,30000,46119000,357000,624000
ENT_000189,FARMER_00094,Crop,Sesame,Cowpea,0.4,Subsistence,7,Integrated,No,Yes,No,Yes,2.8,88000,19000,11000,43000,137000,225000
ENT_000190,FARMER_00094,Fish Farming,Various Fish,N/A,682.0,Medium,9,Traditional,N/A,N/A,N/A,N/A,0.0,433000,162000,126000,40913000,1517000,1950000
ENT_000191,FARMER_00095,Crop,Vegetables,Yam,2.45,Small,4,Integrated,No,Yes,No,No,0.9,234000,56000,36000,247000,434000,668000
ENT_000192,FARMER_00095,Fish Farming,Various Fish,N/A,206.0,Small,4,Modern,N/A,N/A,N/A,N/A,0.0,448000,80000,42000,40583000,508000,956000
ENT_000193,FARMER_00096,Livestock,Goats,N/A,294.0,Large,11,Modern,N/A,N/A,N/A,N/A,0.0,684000,147000,90000,69641000,1085000,1769000
ENT_000194,FARMER_00097,Fish Farming,Various Fish,N/A,330.0,Small,5,Traditional,N/A,N/A,N/A,N/A,0.0,248000,39000,19000,54241000,223000,471000
ENT_000195,FARMER_00097,Livestock,Cattle,N/A,118.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,1108000,161000,69000,22310000,823000,1931000
ENT_000196,FARMER_00097,Fish Farming,Various Fish,N/A,658.0,Medium,18,Integrated,N/A,N/A,N/A,N/A,0.0,747000,196000,133000,44041000,1599000,2346000
ENT_000197,FARMER_00098,Crop,Yam,None,6.09,Medium,20,Traditional,No,Yes,Yes,No,3.05,2895000,582000,341000,895000,4088000,6983000
ENT_000198,FARMER_00098,Fish Farming,Various Fish,N/A,562.0,Medium,4,Traditional,N/A,N/A,N/A,N/A,0.0,520000,193000,149000,86782000,1793000,2313000
ENT_000199,FARMER_00098,Livestock,Cattle,N/A,170.0,Medium,15,Traditional,N/A,N/A,N/A,N/A,0.0,475000,109000,69000,26672000,831000,1306000
ENT_000200,FARMER_00099,Livestock,Poultry,N/A,273.0,Large,25,Integrated,N/A,N/A,N/A,N/A,0.0,1820000,384000,232000,63051000,2784000,4604000
ENT_000201,FARMER_00099,Livestock,Sheep,N/A,97.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,1127000,157000,63000,15987000,755000,1882000
ENT_000202,FARMER_00099,Livestock,Cattle,N/A,260.0,Large,1,Integrated,N/A,N/A,N/A,N/A,0.0,2394000,395000,196000,43159000,2349000,4743000
ENT_000203,FARMER_00100,Fish Farming,Various Fish,N/A,341.0,Small,5,Integrated,N/A,N/A,N/A,N/A,0.0,465000,107000,68000,68785000,819000,1284000
ENT_000204,FARMER_00101,Livestock,Cattle,N/A,73.0,Medium,8,Integrated,N/A,N/A,N/A,N/A,0.0,612000,109000,58000,9817000,694000,1306000
ENT_000205,FARMER_00102,Livestock,Cattle,N/A,167.0,Medium,17,Integrated,N/A,N/A,N/A,N/A,0.0,798000,190000,123000,37889000,1478000,2276000
ENT_000206,FARMER_00102,Crop,Cowpea,None,8.34,Medium,37,Integrated,No,Yes,No,Yes,2.44,3806000,607000,290000,1752000,3479000,7285000
ENT_000207,FARMER_00102,Livestock,Cattle,N/A,278.0,Large,11,Integrated,N/A,N/A,N/A,N/A,0.0,2056000,326000,155000,22527000,1860000,3916000
ENT_000208,FARMER_00103,Crop,Yam,None,7.36,Medium,13,Traditional,No,Yes,No,No,1.97,1836000,465000,312000,515000,3739000,5575000
ENT_000209,FARMER_00103,Fish Farming,Various Fish,N/A,170.0,Small,5,Traditional,N/A,N/A,N/A,N/A,0.0,154000,23000,10000,32937000,123000,277000
ENT_000210,FARMER_00103,Fish Farming,Various Fish,N/A,906.0,Medium,12,Integrated,N/A,N/A,N/A,N/A,0.0,1154000,210000,114000,108557000,1368000,2522000
ENT_000211,FARMER_00104,Crop,Groundnut,None,9.74,Medium,10,Integrated,No,Yes,No,No,4.76,5881000,931000,440000,2193000,5286000,11167000
ENT_000212,FARMER_00104,Crop,Millet,Sesame,1.78,Small,38,Modern,No,Yes,No,Yes,2.3,463000,72000,33000,327000,401000,864000
ENT_000213,FARMER_00105,Fish Farming,Various Fish,N/A,778.0,Medium,19,Modern,N/A,N/A,N/A,N/A,0.0,410000,94000,60000,115307000,724000,1134000
ENT_000214,FARMER_00106,Crop,Yam,None,8.8,Medium,43,Traditional,No,Yes,No,No,3.91,2713000,639000,413000,1030000,4956000,7669000
ENT_000215,FARMER_00107,Fish Farming,Various Fish,N/A,58.0,Subsistence,40,Integrated,N/A,N/A,N/A,N/A,0.0,83000,13000,6000,6551000,69000,152000
ENT_000216,FARMER_00108,Livestock,Goats,N/A,152.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,609000,89000,38000,7958000,457000,1066000
ENT_000217,FARMER_00108,Crop,Maize,Soybean,5.65,Medium,17,Modern,No,Yes,No,No,0.86,201000,69000,52000,536000,623000,824000
ENT_000218,FARMER_00109,Fish Farming,Various Fish,N/A,534.0,Medium,19,Traditional,N/A,N/A,N/A,N/A,0.0,593000,146000,97000,50069000,1165000,1758000
ENT_000219,FARMER_00110,Livestock,Goats,N/A,230.0,Large,2,Traditional,N/A,N/A,N/A,N/A,0.0,827000,262000,193000,13374000,2316000,3143000
ENT_000220,FARMER_00110,Livestock,Goats,N/A,276.0,Large,4,Traditional,N/A,N/A,N/A,N/A,0.0,724000,215000,154000,29615000,1852000,2576000
ENT_000221,FARMER_00111,Livestock,Pigs,N/A,10.0,Small,1,Traditional,N/A,N/A,N/A,N/A,0.0,29000,4000,2000,656000,23000,52000
ENT_000222,FARMER_00112,Livestock,Sheep,N/A,136.0,Medium,6,Traditional,N/A,N/A,N/A,N/A,0.0,717000,104000,44000,14727000,529000,1246000
ENT_000223,FARMER_00112,Livestock,Sheep,N/A,96.0,Medium,15,Traditional,N/A,N/A,N/A,N/A,0.0,272000,99000,76000,13588000,916000,1188000
ENT_000224,FARMER_00113,Fish Farming,Various Fish,N/A,306.0,Small,29,Traditional,N/A,N/A,N/A,N/A,0.0,758000,117000,54000,44691000,645000,1403000
ENT_000225,FARMER_00113,Fish Farming,Various Fish,N/A,449.0,Small,18,Traditional,N/A,N/A,N/A,N/A,0.0,406000,142000,108000,61152000,1300000,1706000
ENT_000226,FARMER_00113,Fish Farming,Various Fish,N/A,257.0,Small,12,Integrated,N/A,N/A,N/A,N/A,0.0,133000,25000,14000,24256000,164000,297000
ENT_000227,FARMER_00114,Fish Farming,Various Fish,N/A,96.0,Subsistence,16,Integrated,N/A,N/A,N/A,N/A,0.0,205000,29000,12000,16692000,140000,345000
ENT_000228,FARMER_00114,Livestock,Poultry,N/A,299.0,Large,35,Traditional,N/A,N/A,N/A,N/A,0.0,629000,245000,192000,24513000,2308000,2937000
ENT_000229,FARMER_00115,Crop,Tomato,Sorghum,1.68,Small,2,Modern,Yes,No,No,No,4.0,814000,214000,146000,350000,1750000,2564000
ENT_000230,FARMER_00115,Crop,Plantain,Cassava,9.48,Medium,16,Traditional,No,Yes,No,No,0.52,782000,116000,51000,989000,611000,1393000
ENT_000231,FARMER_00116,Livestock,Goats,N/A,61.0,Medium,6,Traditional,N/A,N/A,N/A,N/A,0.0,120000,33000,23000,11009000,275000,395000
ENT_000232,FARMER_00116,Livestock,Goats,N/A,188.0,Medium,5,Traditional,N/A,N/A,N/A,N/A,0.0,1108000,157000,65000,25436000,779000,1887000
ENT_000233,FARMER_00116,Fish Farming,Various Fish,N/A,616.0,Medium,14,Traditional,N/A,N/A,N/A,N/A,0.0,213000,69000,51000,76003000,616000,829000
ENT_000234,FARMER_00117,Crop,Tomato,Maize,6.38,Medium,28,Integrated,No,Yes,Yes,No,4.56,3295000,854000,580000,495000,6958000,10253000
ENT_000235,FARMER_00117,Fish Farming,Various Fish,N/A,815.0,Medium,38,Traditional,N/A,N/A,N/A,N/A,0.0,1657000,333000,195000,57697000,2341000,3998000
ENT_000236,FARMER_00117,Crop,Millet,None,9.36,Medium,14,Traditional,No,Yes,Yes,Yes,4.41,4799000,721000,321000,1140000,3855000,8654000
ENT_000237,FARMER_00118,Livestock,Cattle,N/A,282.0,Large,3,Modern,N/A,N/A,N/A,N/A,0.0,1215000,240000,138000,62055000,1662000,2877000
ENT_000238,FARMER_00119,Livestock,Sheep,N/A,238.0,Large,11,Integrated,N/A,N/A,N/A,N/A,0.0,1415000,374000,256000,26500000,3074000,4489000
ENT_000239,FARMER_00120,Fish Farming,Various Fish,N/A,374.0,Small,23,Traditional,N/A,N/A,N/A,N/A,0.0,358000,78000,48000,27822000,574000,932000
ENT_000240,FARMER_00121,Crop,Groundnut,None,5.03,Medium,50,Modern,No,Yes,No,Yes,3.83,857000,274000,203000,1144000,2435000,3292000
ENT_000241,FARMER_00121,Fish Farming,Various Fish,N/A,453.0,Small,13,Modern,N/A,N/A,N/A,N/A,0.0,368000,86000,55000,130131000,661000,1029000
ENT_000242,FARMER_00121,Crop,Cowpea,Tomato,7.97,Medium,1,Modern,No,Yes,Yes,No,3.71,3422000,538000,253000,1426000,3034000,6456000
ENT_000243,FARMER_00122,Fish Farming,Various Fish,N/A,752.0,Medium,16,Integrated,N/A,N/A,N/A,N/A,0.0,1448000,268000,147000,144333000,1765000,3213000
ENT_000244,FARMER_00122,Livestock,Goats,N/A,34.0,Small,5,Modern,N/A,N/A,N/A,N/A,0.0,131000,34000,23000,5284000,274000,405000
ENT_000245,FARMER_00123,Crop,Oil Palm,Vegetables,4.97,Small,12,Traditional,No,Yes,Yes,No,4.73,3034000,466000,213000,351000,2559000,5593000
ENT_000246,FARMER_00124,Fish Farming,Various Fish,N/A,831.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,1878000,266000,109000,143087000,1313000,3191000
ENT_000247,FARMER_00124,Crop,Sesame,Plantain,3.55,Small,5,Traditional,No,Yes,Yes,Yes,1.41,991000,142000,59000,235000,708000,1699000
ENT_000248,FARMER_00124,Fish Farming,Various Fish,N/A,831.0,Medium,1,Integrated,N/A,N/A,N/A,N/A,0.0,812000,129000,62000,92020000,740000,1552000
ENT_000249,FARMER_00125,Fish Farming,Various Fish,N/A,467.0,Small,5,Modern,N/A,N/A,N/A,N/A,0.0,469000,68000,29000,123399000,351000,820000
ENT_000250,FARMER_00126,Crop,Yam,Soybean,7.59,Medium,26,Modern,No,Yes,No,No,3.17,3171000,603000,339000,1397000,4066000,7237000
ENT_000251,FARMER_00126,Crop,Groundnut,Sorghum,5.86,Medium,5,Integrated,No,Yes,No,Yes,3.72,2109000,621000,445000,565000,5344000,7453000
ENT_000252,FARMER_00127,Fish Farming,Various Fish,N/A,436.0,Small,10,Integrated,N/A,N/A,N/A,N/A,0.0,220000,88000,69000,51311000,831000,1051000
ENT_000253,FARMER_00127,Fish Farming,Various Fish,N/A,96.0,Subsistence,3,Modern,N/A,N/A,N/A,N/A,0.0,70000,19000,13000,7781000,160000,230000
ENT_000254,FARMER_00128,Crop,Oil Palm,None,14.55,Large,2,Modern,No,Yes,Yes,No,5.45,6592000,1482000,933000,3725000,11197000,17789000
ENT_000255,FARMER_00128,Crop,Cocoa,Tomato,2.96,Small,4,Modern,No,Yes,No,No,4.21,1250000,294000,190000,734000,2279000,3529000
ENT_000256,FARMER_00129,Crop,Maize,None,12.44,Large,42,Traditional,No,Yes,No,No,2.46,3928000,556000,229000,2096000,2749000,6677000
ENT_000257,FARMER_00130,Livestock,Cattle,N/A,51.0,Medium,8,Integrated,N/A,N/A,N/A,N/A,0.0,97000,29000,21000,6083000,252000,349000
ENT_000258,FARMER_00130,Livestock,Poultry,N/A,22.0,Small,24,Integrated,N/A,N/A,N/A,N/A,0.0,216000,31000,13000,4953000,158000,374000
ENT_000259,FARMER_00130,Fish Farming,Various Fish,N/A,466.0,Small,26,Traditional,N/A,N/A,N/A,N/A,0.0,555000,81000,35000,77784000,422000,977000
ENT_000260,FARMER_00131,Crop,Millet,None,4.72,Small,9,Integrated,No,Yes,No,Yes,2.13,1653000,292000,154000,690000,1847000,3500000
ENT_000261,FARMER_00132,Livestock,Poultry,N/A,119.0,Medium,12,Traditional,N/A,N/A,N/A,N/A,0.0,239000,78000,58000,19911000,696000,935000
ENT_000262,FARMER_00132,Livestock,Sheep,N/A,125.0,Medium,10,Modern,N/A,N/A,N/A,N/A,0.0,1052000,194000,106000,28620000,1274000,2326000
ENT_000263,FARMER_00132,Livestock,Goats,N/A,246.0,Large,6,Integrated,N/A,N/A,N/A,N/A,0.0,1001000,391000,308000,41250000,3695000,4696000
ENT_000264,FARMER_00133,Livestock,Goats,N/A,289.0,Large,15,Traditional,N/A,N/A,N/A,N/A,0.0,1309000,189000,80000,22389000,955000,2264000
ENT_000265,FARMER_00133,Crop,Cassava,None,3.22,Small,19,Integrated,No,Yes,Yes,No,4.9,987000,389000,307000,498000,3682000,4669000
ENT_000266,FARMER_00133,Fish Farming,Various Fish,N/A,182.0,Small,7,Traditional,N/A,N/A,N/A,N/A,0.0,373000,64000,33000,30889000,393000,766000
ENT_000267,FARMER_00134,Fish Farming,Various Fish,N/A,240.0,Small,7,Integrated,N/A,N/A,N/A,N/A,0.0,379000,54000,22000,29163000,270000,649000
ENT_000268,FARMER_00134,Livestock,Goats,N/A,272.0,Large,7,Modern,N/A,N/A,N/A,N/A,0.0,1397000,307000,190000,76539000,2283000,3680000
ENT_000269,FARMER_00135,Fish Farming,Various Fish,N/A,538.0,Medium,30,Integrated,N/A,N/A,N/A,N/A,0.0,475000,118000,78000,104353000,935000,1410000
ENT_000270,FARMER_00136,Crop,Rice,None,9.53,Medium,12,Integrated,No,Yes,No,No,4.32,5747000,990000,511000,1408000,6134000,11881000
ENT_000271,FARMER_00136,Fish Farming,Various Fish,N/A,711.0,Medium,6,Modern,N/A,N/A,N/A,N/A,0.0,1595000,225000,92000,99400000,1100000,2695000
ENT_000272,FARMER_00137,Fish Farming,Various Fish,N/A,718.0,Medium,24,Modern,N/A,N/A,N/A,N/A,0.0,790000,251000,185000,154309000,2225000,3015000
ENT_000273,FARMER_00137,Crop,Maize,None,4.06,Small,5,Modern,No,Yes,No,Yes,5.46,3723000,562000,252000,509000,3025000,6748000
ENT_000274,FARMER_00138,Livestock,Goats,N/A,154.0,Medium,8,Integrated,N/A,N/A,N/A,N/A,0.0,484000,160000,120000,13517000,1437000,1921000
ENT_000275,FARMER_00139,Livestock,Cattle,N/A,269.0,Large,26,Integrated,N/A,N/A,N/A,N/A,0.0,1650000,234000,96000,23189000,1155000,2805000
ENT_000276,FARMER_00139,Fish Farming,Various Fish,N/A,875.0,Medium,17,Traditional,N/A,N/A,N/A,N/A,0.0,556000,98000,51000,172630000,616000,1172000
ENT_000277,FARMER_00140,Fish Farming,Various Fish,N/A,352.0,Small,14,Modern,N/A,N/A,N/A,N/A,0.0,511000,133000,91000,95585000,1088000,1599000
ENT_000278,FARMER_00140,Fish Farming,Various Fish,N/A,615.0,Medium,10,Integrated,N/A,N/A,N/A,N/A,0.0,502000,121000,79000,39493000,951000,1453000
ENT_000279,FARMER_00140,Fish Farming,Various Fish,N/A,636.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,962000,204000,124000,55424000,1491000,2453000
ENT_000280,FARMER_00141,Livestock,Cattle,N/A,230.0,Large,16,Integrated,N/A,N/A,N/A,N/A,0.0,1219000,376000,274000,19776000,3289000,4508000
ENT_000281,FARMER_00141,Livestock,Cattle,N/A,71.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,239000,48000,28000,13800000,342000,581000
ENT_000282,FARMER_00141,Crop,Millet,Cowpea,8.57,Medium,5,Traditional,No,Yes,No,No,2.64,2521000,500000,290000,1006000,3480000,6001000
ENT_000283,FARMER_00142,Crop,Groundnut,Maize,5.23,Medium,1,Integrated,No,Yes,Yes,Yes,3.81,1845000,309000,155000,398000,1861000,3706000
ENT_000284,FARMER_00142,Livestock,Sheep,N/A,197.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,474000,132000,92000,27167000,1110000,1584000
ENT_000285,FARMER_00142,Livestock,Pigs,N/A,56.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,455000,69000,31000,9088000,372000,827000
ENT_000286,FARMER_00143,Fish Farming,Various Fish,N/A,267.0,Small,19,Traditional,N/A,N/A,N/A,N/A,0.0,170000,37000,22000,16151000,269000,439000
ENT_000287,FARMER_00143,Livestock,Poultry,N/A,76.0,Medium,18,Modern,N/A,N/A,N/A,N/A,0.0,247000,52000,31000,19415000,373000,620000
ENT_000288,FARMER_00144,Crop,Cassava,None,3.06,Small,23,Traditional,Yes,No,Yes,No,4.84,1046000,279000,192000,261000,2298000,3344000
ENT_000289,FARMER_00144,Crop,Vegetables,None,11.13,Large,38,Traditional,No,Yes,No,No,1.29,592000,218000,168000,1985000,2019000,2611000
ENT_000290,FARMER_00144,Livestock,Sheep,N/A,7.0,Subsistence,26,Traditional,N/A,N/A,N/A,N/A,0.0,17000,6000,4000,1198000,53000,70000
ENT_000291,FARMER_00145,Crop,Maize,Vegetables,1.01,Small,1,Integrated,Yes,Partially,No,No,0.96,86000,20000,13000,135000,157000,243000
ENT_000292,FARMER_00146,Crop,Groundnut,None,5.27,Medium,9,Integrated,No,Yes,Yes,Yes,4.33,3043000,486000,232000,506000,2788000,5831000
ENT_000293,FARMER_00147,Fish Farming,Various Fish,N/A,356.0,Small,27,Modern,N/A,N/A,N/A,N/A,0.0,246000,49000,28000,89914000,341000,587000
ENT_000294,FARMER_00147,Livestock,Goats,N/A,6.0,Subsistence,41,Traditional,N/A,N/A,N/A,N/A,0.0,38000,8000,4000,492000,54000,92000
ENT_000295,FARMER_00148,Livestock,Pigs,N/A,130.0,Medium,12,Traditional,N/A,N/A,N/A,N/A,0.0,182000,58000,42000,24258000,510000,692000
ENT_000296,FARMER_00149,Crop,Vegetables,Cocoa,13.25,Large,13,Traditional,No,Yes,No,Yes,1.58,3203000,564000,298000,1516000,3571000,6774000
ENT_000297,FARMER_00149,Fish Farming,Various Fish,N/A,432.0,Small,34,Integrated,N/A,N/A,N/A,N/A,0.0,276000,106000,83000,62759000,991000,1267000
ENT_000298,FARMER_00149,Livestock,Pigs,N/A,177.0,Medium,28,Modern,N/A,N/A,N/A,N/A,0.0,928000,177000,100000,45314000,1198000,2126000
ENT_000299,FARMER_00150,Crop,Plantain,Sorghum,14.98,Large,1,Modern,No,Yes,No,No,4.61,3289000,1362000,1088000,4311000,13054000,16343000
ENT_000300,FARMER_00150,Livestock,Goats,N/A,219.0,Large,7,Integrated,N/A,N/A,N/A,N/A,0.0,1052000,297000,210000,40360000,2515000,3567000
ENT_000301,FARMER_00151,Fish Farming,Various Fish,N/A,667.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,667000,97000,42000,129698000,498000,1165000
ENT_000302,FARMER_00152,Fish Farming,Various Fish,N/A,638.0,Medium,20,Integrated,N/A,N/A,N/A,N/A,0.0,362000,96000,66000,90987000,794000,1156000
ENT_000303,FARMER_00153,Livestock,Cattle,N/A,299.0,Large,1,Integrated,N/A,N/A,N/A,N/A,0.0,650000,159000,104000,67395000,1254000,1904000
ENT_000304,FARMER_00153,Fish Farming,Various Fish,N/A,632.0,Medium,1,Modern,N/A,N/A,N/A,N/A,0.0,1397000,200000,83000,173324000,1001000,2398000
ENT_000305,FARMER_00154,Crop,Soybean,None,11.54,Large,15,Traditional,Yes,No,Yes,No,1.97,3433000,639000,353000,1868000,4238000,7671000
ENT_000306,FARMER_00154,Livestock,Poultry,N/A,10.0,Small,9,Traditional,N/A,N/A,N/A,N/A,0.0,85000,13000,6000,1505000,71000,156000
ENT_000307,FARMER_00155,Fish Farming,Various Fish,N/A,85.0,Subsistence,18,Traditional,N/A,N/A,N/A,N/A,0.0,137000,20000,8000,12344000,98000,235000
ENT_000308,FARMER_00156,Crop,Millet,Maize,5.96,Medium,6,Traditional,Yes,No,No,Yes,5.4,2615000,604000,387000,1177000,4639000,7254000
ENT_000309,FARMER_00157,Crop,Rice,None,11.47,Large,5,Modern,Yes,Partially,No,No,3.5,4164000,877000,530000,2775000,6363000,10527000
ENT_000310,FARMER_00157,Fish Farming,Various Fish,N/A,855.0,Medium,3,Integrated,N/A,N/A,N/A,N/A,0.0,1546000,297000,168000,176376000,2017000,3563000
ENT_000311,FARMER_00157,Crop,Sesame,Rice,3.79,Small,16,Integrated,No,Yes,No,No,3.49,682000,227000,170000,583000,2038000,2720000
ENT_000312,FARMER_00158,Crop,Vegetables,None,10.93,Large,8,Modern,No,Yes,Yes,No,1.82,1802000,434000,284000,1488000,3411000,5213000
ENT_000313,FARMER_00159,Livestock,Cattle,N/A,292.0,Large,20,Modern,N/A,N/A,N/A,N/A,0.0,968000,148000,67000,52730000,807000,1775000
ENT_000314,FARMER_00159,Crop,Maize,None,7.61,Medium,13,Integrated,No,Yes,No,No,4.67,3326000,807000,530000,1262000,6354000,9680000
ENT_000315,FARMER_00160,Fish Farming,Various Fish,N/A,710.0,Medium,5,Modern,N/A,N/A,N/A,N/A,0.0,540000,202000,157000,76792000,1889000,2429000
ENT_000316,FARMER_00160,Fish Farming,Various Fish,N/A,642.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,197000,56000,40000,94155000,477000,674000
ENT_000317,FARMER_00160,Fish Farming,Various Fish,N/A,365.0,Small,24,Modern,N/A,N/A,N/A,N/A,0.0,337000,122000,94000,98776000,1127000,1464000
ENT_000318,FARMER_00161,Crop,Cassava,None,10.51,Large,11,Traditional,No,Yes,No,No,3.8,6781000,1085000,520000,812000,6239000,13020000
ENT_000319,FARMER_00161,Livestock,Pigs,N/A,113.0,Medium,12,Traditional,N/A,N/A,N/A,N/A,0.0,350000,55000,26000,18518000,315000,665000
ENT_000320,FARMER_00162,Fish Farming,Various Fish,N/A,829.0,Medium,18,Modern,N/A,N/A,N/A,N/A,0.0,1116000,200000,107000,142279000,1282000,2398000
ENT_000321,FARMER_00162,Fish Farming,Various Fish,N/A,461.0,Small,9,Traditional,N/A,N/A,N/A,N/A,0.0,397000,131000,98000,42375000,1174000,1571000
ENT_000322,FARMER_00162,Fish Farming,Various Fish,N/A,444.0,Small,19,Integrated,N/A,N/A,N/A,N/A,0.0,429000,66000,30000,68203000,361000,790000
ENT_000323,FARMER_00163,Crop,Tomato,None,9.09,Medium,13,Integrated,No,Yes,No,No,3.73,2537000,821000,609000,1868000,7312000,9849000
ENT_000324,FARMER_00163,Livestock,Poultry,N/A,153.0,Medium,3,Traditional,N/A,N/A,N/A,N/A,0.0,295000,81000,56000,29159000,675000,970000
ENT_000325,FARMER_00164,Fish Farming,Various Fish,N/A,637.0,Medium,31,Integrated,N/A,N/A,N/A,N/A,0.0,1105000,229000,137000,118957000,1643000,2748000
ENT_000326,FARMER_00164,Fish Farming,Various Fish,N/A,984.0,Medium,11,Traditional,N/A,N/A,N/A,N/A,0.0,1461000,262000,140000,149258000,1680000,3141000
ENT_000327,FARMER_00165,Crop,Yam,None,11.28,Large,10,Modern,No,Yes,No,Yes,4.79,3654000,1156000,852000,3196000,10220000,13874000
